Bureau of Justice Statistics,,,,,,,,,,,,,
Filename: mlj0018stt21.csv,,,,,,,,,,,,,
"Table 21. Number of local jail jurisdictions reporting to Mortality in Correctional Institutions, by state, 2000 and 2008–2018",,,,,,,,,,,,,
"Report title: Mortality in Local Jails, 2000-2018 - Statistical Tables  NCJ 256002",,,,,,,,,,,,,
"Data source: Bureau of Justice Statistics, Mortality in Correctional Institutions, 2000 and 2008–2018",,,,,,,,,,,,,
"Author: E. Ann Carson, Ph.D., BJS Statistician",,,,,,,,,,,,,
Refer questions to: askbjs@usdoj.gov 202-307-0765,,,,,,,,,,,,,
Date of version: 4/29/2021,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Table 21. Number of local jail jurisdictions reporting to Mortality in Correctional Institutions, by state, 2000 and 2008–2018",,,,,,,,,,,,,
State,,2000,2008,2009,2010,2011,2012,2013/a,2014,2015,2016,2017,2018
,Total,"2,984","2,831","2,742","2,747","2,738","2,797","2,695","2,777","2,789","2,784","2,808","2,805"
Alabama,,151,125,115,117,115,122,116,122,123,125,125,125
Alaska/b,,15,15,14,15,15,15,15,14,15,15,15,15
Arizona,,16,15,15,15,15,15,15,16,16,16,16,16
Arkansas,,85,81,76,71,73,77,66,75,73,71,72,70
California,,65,62,61,61,60,61,60,60,61,59,60,62
Colorado,,55,53,53,52,50,52,54,54,54,55,55,56
District of Columbia,,1,1,1,1,1,1,1,1,1,1,1,1
Florida,,68,67,65,66,66,67,64,67,67,67,67,66
Georgia,,176,159,151,152,153,157,144,152,153,148,147,147
Idaho,,39,37,35,34,34,35,36,36,36,36,36,35
Illinois,,90,90,90,90,88,90,89,87,91,91,87,89
Indiana,,90,90,89,89,90,90,88,90,90,91,90,91
Iowa,,94,93,92,90,93,93,92,92,96,95,95,94
Kansas,,95,93,90,92,90,93,95,94,95,96,94,95
Kentucky,,80,74,70,72,73,75,74,76,75,77,76,75
Louisiana,,87,84,79,82,75,83,76,81,82,80,82,88
Maine,,15,14,14,11,12,12,11,12,12,12,12,13
Maryland,,24,24,23,24,24,24,24,24,24,23,24,23
Massachusetts,,13,13,13,13,13,13,11,12,13,13,13,12
Michigan,,83,81,81,81,80,81,79,80,78,80,80,77
Minnesota,,71,70,69,71,70,71,77,78,77,77,77,77
Mississippi,,91,83,80,77,77,83,67,76,80,80,73,78
Missouri,,124,118,110,113,113,114,107,110,109,110,113,108
Montana,,41,40,36,38,37,37,35,36,36,36,36,36
Nebraska,,64,62,61,61,60,61,60,61,62,61,61,62
Nevada,,20,20,20,20,20,20,18,18,19,19,19,19
New Hampshire,,10,10,10,10,10,10,10,10,10,10,10,10
New Jersey,,21,21,20,21,21,21,21,20,20,19,18,18
New Mexico,,34,32,29,29,31,31,31,32,31,31,30,28
New York,,58,58,57,57,58,56,55,54,56,53,53,55
North Carolina,,96,93,89,92,93,93,90,92,91,93,93,93
North Dakota,,23,21,22,22,22,22,22,23,23,23,24,22
Ohio,,97,91,91,90,93,93,98,98,97,97,131,128
Oklahoma,,100,93,88,90,88,89,79,90,88,90,88,91
Oregon,,33,32,31,31,30,31,32,34,34,34,34,36
Pennsylvania,,63,63,63,63,63,63,60,62,60,60,61,62
South Carolina,,46,45,45,42,44,45,44,45,45,44,45,45
South Dakota,,28,28,26,27,25,27,27,26,27,25,26,26
Tennessee,,97,94,89,88,88,94,89,93,92,93,94,92
Texas,,248,236,230,227,226,232,223,228,233,233,231,230
Utah,,26,26,26,26,25,26,24,26,25,26,26,25
Virginia,,73,64,65,66,66,63,59,62,59,59,59,58
Washington,,58,56,56,55,55,55,55,55,56,56,55,53
West Virginia,,28,12,11,11,10,11,11,11,11,11,11,11
Wisconsin,,70,70,69,70,70,70,68,69,71,71,71,71
Wyoming,,22,22,22,22,23,23,23,23,22,22,22,21
"Note: Data may have been revised from previously published statistics. Connecticut, Delaware, Hawaii, Rhode Island, and Vermont each operate a combined prison/jail system. For details on these states, see Mortality in State and Federal Prisons, 2001-2018 – Statistical Tables (NCJ 255970, BJS, April 2021). See Methodology.",,,,,,,,,,,,,
"a/In 2013, the response rate for Mortality in Correctional Institutions decreased to 94.2% due to a lengthened data-collection form. The response rate was 99.7% in 2012.",,,,,,,,,,,,,
b/Prisons and jails form one integrated system. Counts include only data for 15 locally operated jails and exclude data for state-operated prisons and jails.,,,,,,,,,,,,,
"Source: Bureau of Justice Statistics, Mortality in Correctional Institutions, 2000 and 2008–2018.",,,,,,,,,,,,,
