Bureau of Justice Statistics,,,,,,,,,,,,,
Filename: mlj0018stt22.csv,,,,,,,,,,,,,
"Table 22. Number of local jail jurisdictions reporting one or more deaths to the Mortality in Correctional Institutions, by state, 2000 and 2008–2018",,,,,,,,,,,,,
"Report title: Mortality in Local Jails, 2000-2018 - Statistical Tables  NCJ 256002",,,,,,,,,,,,,
"Data source: Bureau of Justice Statistics, Mortality in Correctional Institutions, 2000 and 2008–2018",,,,,,,,,,,,,
"Author: E. Ann Carson, Ph.D., BJS Statistician",,,,,,,,,,,,,
Refer questions to: askbjs@usdoj.gov 202-307-0765,,,,,,,,,,,,,
Date of version: 4/29/2021,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Table 22. Number of local jail jurisdictions reporting one or more deaths to the Mortality in Correctional Institutions, by state, 2000 and 2008–2018",,,,,,,,,,,,,
State,,2000,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,Total,434,502,503,502,521,539,543,580,590,571,577,605
Alabama,,15,15,17,24,16,17,18,19,20,18,16,17
Alaska*,,0,0,0,0,1,1,0,0,0,0,0,0
Arizona,,5,5,5,6,4,3,4,6,6,6,9,9
Arkansas,,7,11,4,6,13,8,11,10,9,10,9,12
California,,30,30,33,28,28,29,36,38,37,32,31,32
Colorado,,6,13,6,11,7,7,11,17,10,13,16,11
District of Columbia,,1,1,1,1,1,1,1,1,1,1,1,1
Florida,,23,25,31,23,28,27,32,30,33,35,28,35
Georgia,,24,29,27,30,30,35,30,27,26,29,30,24
Idaho,,3,1,6,2,4,4,6,5,3,3,4,5
Illinois,,7,13,9,12,14,15,12,15,15,17,11,16
Indiana,,11,10,11,15,16,15,14,18,15,14,19,15
Iowa,,2,2,5,3,7,4,7,6,6,10,3,2
Kansas,,8,11,7,6,9,8,11,9,8,12,9,13
Kentucky,,11,15,16,19,15,16,10,15,17,15,16,20
Louisiana,,5,24,16,16,13,25,23,24,24,24,24,22
Maine,,2,1,2,3,5,0,1,4,1,3,2,3
Maryland,,7,7,10,9,11,9,9,8,10,10,9,10
Massachusetts,,3,8,9,8,3,5,7,10,5,5,8,6
Michigan,,12,12,10,12,13,12,12,17,12,13,15,12
Minnesota,,5,4,2,8,6,5,5,7,8,10,10,7
Mississippi,,8,13,11,11,12,8,10,16,18,15,7,11
Missouri,,10,12,16,19,10,20,15,15,16,10,18,19
Montana,,3,2,6,2,6,2,4,2,5,3,4,5
Nebraska,,5,5,3,5,4,2,6,7,3,3,5,8
Nevada,,7,6,6,5,5,6,7,5,5,5,5,4
New Hampshire,,3,2,4,1,4,2,1,1,0,4,3,3
New Jersey,,12,12,11,12,10,13,10,12,12,10,12,9
New Mexico,,9,6,4,10,12,9,8,8,8,11,8,4
New York,,12,9,18,11,18,14,15,20,15,12,8,15
North Carolina,,13,14,18,19,12,23,19,18,24,18,27,22
North Dakota,,1,1,2,2,1,1,5,3,2,2,1,6
Ohio,,13,16,16,15,18,22,21,18,22,19,27,29
Oklahoma,,10,9,12,13,9,12,10,10,11,15,6,13
Oregon,,4,9,5,5,5,3,4,7,10,5,9,11
Pennsylvania,,15,16,19,15,21,23,21,21,22,19,27,24
South Carolina,,11,15,10,12,6,17,14,13,13,11,13,12
South Dakota,,4,2,2,0,1,0,2,1,4,6,0,1
Tennessee,,16,22,19,14,21,20,11,18,24,21,24,25
Texas,,50,37,43,41,43,40,51,40,45,39,44,47
Utah,,3,2,6,5,8,4,6,6,7,11,4,4
Virginia,,21,27,20,18,22,21,19,27,23,19,21,24
Washington,,8,10,9,10,12,9,10,11,15,11,12,14
West Virginia,,2,5,5,4,5,8,4,5,5,9,6,8
Wisconsin,,7,12,9,10,11,12,8,7,10,11,15,14
Wyoming,,0,1,2,1,1,2,2,3,5,2,1,1
"Note: Data may have been revised from previously published statistics. Connecticut, Delaware, Hawaii, Rhode Island, and Vermont each operate a combined prison/jail system. For details on these states, see Mortality in State and Federal Prisons, 2001-2018 – Statistical Tables (NCJ 255970, BJS, April 2021). See Methodology.",,,,,,,,,,,,,
*Prisons and jails form one integrated system. Counts include only deaths in 15 locally operated jails and exclude deaths in state-operated prisons and jails.,,,,,,,,,,,,,
"Source: Bureau of Justice Statistics, Mortality in Correctional Institutions, 2000 and 2008–2018.",,,,,,,,,,,,,
