Bureau of Justice Statistics,,,,,,,,,,,,,
Filename: mlj0018stt19.csv,,,,,,,,,,,,,
"Table 19. Number of deaths of local jail inmates, by state, 2000 and 2008–2018",,,,,,,,,,,,,
"Report title: Mortality in Local Jails, 2000-2018 - Statistical Tables  NCJ 256002",,,,,,,,,,,,,
"Data source: Bureau of Justice Statistics, Mortality in Correctional Institutions, 2000 and 2008–2018",,,,,,,,,,,,,
"Author: E. Ann Carson, Ph.D., BJS Statistician",,,,,,,,,,,,,
Refer questions to: askbjs@usdoj.gov 202-307-0765,,,,,,,,,,,,,
Date of version: 4/29/2021,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Table 19. Number of deaths of local jail inmates, by state, 2000 and 2008–2018",,,,,,,,,,,,,
State,,2000,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
, Total,903,959,961,918,888,959,985,"1,052","1,093","1,072","1,099","1,120"
Alabama,,24,19,20,28,18,18,19,21,24,23,18,23
Alaska*,,0,0,0,0,1,1,0,0,0,0,0,0
Arizona,,15,12,11,16,9,10,14,17,24,20,29,26
Arkansas,,9,15,5,7,16,10,15,17,13,11,11,17
California,,109,106,138,121,92,113,129,146,135,122,133,121
Colorado,,13,21,14,20,12,9,19,20,25,26,27,21
District of Columbia,,4,7,8,4,7,2,6,3,1,5,7,2
Florida,,82,77,88,57,66,69,68,83,83,82,98,104
Georgia,,38,55,45,48,46,47,47,42,40,48,45,46
Idaho,,3,1,6,3,5,4,6,6,3,4,4,6
Illinois,,31,29,29,23,21,23,33,30,29,28,24,20
Indiana,,21,11,16,22,21,19,18,27,21,19,26,20
Iowa,,2,2,6,3,8,4,9,6,6,12,3,3
Kansas,,9,12,11,10,10,11,17,10,14,19,11,17
Kentucky,,16,22,18,21,16,22,13,20,23,16,16,30
Louisiana,,10,34,22,26,20,42,37,38,35,35,44,42
Maine,,2,1,2,3,7,0,1,4,1,3,2,3
Maryland,,22,25,20,24,21,17,21,14,17,19,20,16
Massachusetts,,5,17,18,16,5,14,14,18,12,13,18,13
Michigan,,23,12,20,18,24,17,21,34,21,21,23,24
Minnesota,,6,4,3,10,6,7,5,9,8,10,14,9
Mississippi,,9,14,13,14,14,9,15,18,19,17,9,13
Missouri,,16,17,20,21,12,27,19,17,21,18,23,28
Montana,,3,2,6,3,8,3,5,2,6,3,4,6
Nebraska,,5,5,7,6,5,4,7,8,3,5,12,8
Nevada,,15,8,14,8,13,12,10,10,18,14,12,12
New Hampshire,,3,2,5,1,4,3,1,1,0,7,4,4
New Jersey,,31,27,25,29,20,25,23,32,26,25,18,18
New Mexico,,15,11,11,17,23,16,10,10,15,18,11,7
New York,,57,32,37,37,36,40,40,37,32,33,17,29
North Carolina,,15,19,23,24,17,25,21,23,33,21,36,32
North Dakota,,1,1,2,2,1,3,5,3,2,2,1,6
Ohio,,23,23,26,23,28,33,30,29,31,29,40,48
Oklahoma,,15,17,18,18,12,13,16,19,16,32,9,15
Oregon,,10,15,7,9,8,3,4,9,14,6,13,11
Pennsylvania,,38,44,37,31,46,58,41,47,53,47,49,59
South Carolina,,17,19,15,19,7,22,21,15,18,14,29,19
South Dakota,,4,2,2,0,1,0,2,1,6,8,0,1
Tennessee,,28,37,32,20,39,34,27,29,36,43,42,47
Texas,,97,86,76,84,69,72,98,73,98,87,92,85
Utah,,6,6,12,8,14,11,16,19,11,22,7,7
Virginia,,34,49,39,29,42,40,28,48,43,34,44,42
Washington,,8,17,14,16,16,20,16,19,28,16,19,30
West Virginia,,2,6,7,5,7,10,6,8,10,11,10,11
Wisconsin,,7,17,11,13,14,13,10,7,13,21,24,18
Wyoming,,0,1,2,1,1,4,2,3,6,3,1,1
"Note: Data may have been revised from previously published statistics. Connecticut, Delaware, Hawaii, Rhode Island, and Vermont each operate a combined prison/jail system. For mortality data, see Mortality in State and Federal Prisons, 2001-2018 – Statistical Tables (NCJ 255970, BJS, April 2021). See Methodology.",,,,,,,,,,,,,
*Prisons and jails form one integrated system. Counts include only deaths in 15 locally operated jails and exclude deaths in state-operated prisons and jails.,,,,,,,,,,,,,
"Source: Bureau of Justice Statistics, Mortality in Correctional Institutions, 2000 and 2008–2018.",,,,,,,,,,,,,
