Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filename: msfp0118stt13.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 13. Mortality rate per 100,000 state and federal prisoners, by jurisdiction, 2001 and 2008–2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Report title: Mortality in State and Federal Prisons, 2001-2018 – Statistical Tables  NCJ 255970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: Bureau of Justice Statistics, Mortality in Correctional Institutions, 2001 and 2008–2018, and National Prisoner Statistics, 2001 and 2008–2018; and Federal Bureau of Prisons, 2001 and 2008–2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Author: E. Ann Carson, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@usdoj.gov 202-307-0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date of version: 4/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 13. Mortality rate per 100,000 state and federal prisoners, by jurisdiction, 2001 and 2008–2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jurisdiction,,2001,,,2008,,,2009,,,2010,,,2011,,,2012,,,2013,,,2014,,,2015,,,2016,,,2017,,,2018,
Federal/a,,220,,,241,,,220,,,224,,,220,,,198,,,230,,,262,,,283,,,252,,,246,,,250,
State/b,,242,,,261,,,259,,,246,,,260,,,265,,,274,,,274,,,296,,,303,,,323,,,344,
,Alabama,352,,,296,,,294,,,241,,,388,,,321,,,399,,,390,,,444,,,497,,,531,,,588,
,Alaska/c,175,!,,280,,,128,!,,242,,,193,,,174,,,157,!,,190,,,286,,,228,,,206,!,,260,
,Arizona,231,,,195,,,210,,,212,,,215,,,217,,,232,,,235,,,249,,,298,,,317,,,312,
,Arkansas,366,,,312,,,375,,,380,,,355,,,306,,,392,,,374,,,342,,,448,,,510,,,488,
,California,183,,,217,,,234,,,254,,,263,,,277,,,272,,,236,,,276,,,258,,,295,,,352,
,Colorado,243,,,164,,,216,,,211,,,169,,,236,,,198,,,171,,,256,,,293,,,209,,,275,
,Connecticut/d,171,,,161,,,153,,,113,,,106,,,140,,,115,,,143,,,144,,,113,,,103,,,212,
,Delaware/d,234,,,216,,,182,,,361,,,229,,,149,,,206,,,267,,,264,,,221,,,163,,,287,
,Florida,251,,,291,,,274,,,269,,,294,,,325,,,302,,,343,,,356,,,363,,,443,,,460,
,Georgia,202,,,243,,,233,,,212,,,229,,,187,,,227,,,230,,,252,,,249,,,323,,,306,
,Hawaii/d,137,!,,257,,,227,,,227,,,110,!,,227,,,271,,,148,!,,74,!,,174,!,,78,!,,120,!
,Idaho,323,,,256,,,181,,,180,,,174,,,117,!,,139,,,307,,,249,,,222,,,196,,,273,
,Illinois,194,,,156,,,166,,,194,,,200,,,172,,,160,,,182,,,260,,,206,,,253,,,208,
,Indiana,234,,,265,,,340,,,253,,,270,,,210,,,232,,,215,,,320,,,278,,,264,,,252,
,Iowa,113,!,,241,,,157,,,137,,,132,,,229,,,184,,,170,,,214,,,320,,,177,,,201,
,Kansas,245,,,281,,,231,,,243,,,268,,,179,,,291,,,220,,,262,,,363,,,268,,,332,
,Kentucky,336,,,446,,,380,,,290,,,429,,,423,,,329,,,363,,,502,,,354,,,583,,,381,
,Louisiana/e,361,,,561,,,543,,,526,,,573,,,624,,,628,,,631,,,613,,,817,,,759,,,766,
,Maine,358,!,,98,!,,193,!,,154,!,,253,!,,101,!,,145,!,,318,!,,228,!,,212,!,,170,!,,336,!
,Maryland,295,,,298,,,254,,,175,,,178,,,211,,,267,,,202,,,296,,,242,,,286,,,297,
